Gene,pvalue,estimate,adj_pvalue
PHOX2B.00090,0.363104925700528,-0.007702533429308757,0.5854054907513035
PHOX2B.00093,0.18225141907295458,-0.011332612860378581,0.3943164436089373
PHOX2B.00094,0.35581994060409594,-0.005206769186443633,0.5783441702385947
PHOX2B.00095,0.7520309103118086,-0.0016397038664094682,0.8717837666054824
PHOX2B.00096,0.051572314272252326,0.010450397002809317,0.19183499283653382
PHOX2B.00100,0.9802772982600242,1.5239747753036936e-4,0.991009081647953
PHOX2B.00101,0.18036256904893638,-0.013265611072561058,0.3912790575928596
PHOX2B.00105,0.3499221052820808,-0.007823568382530849,0.5737464918032962
PHOX2B.00106,0.2928469466569935,0.0059420360979489896,0.5196863678287861
PHOX2B.00107,0.09672895987849785,-0.009321005894204247,0.27509429053385775
PHOX2B.00108,0.0019566451577664977,-0.01744550260164398,0.035791663035086685
PHOX2B.00112,6.191383490184376e-4,-0.0186278539312734,0.020852376512989615
PHOX2B.00113,0.7602410556089882,-0.001854415399700827,0.8761299973490909
PHOX2B.00114,0.38709425192495883,-0.003994614119898313,0.6056201913773139
PHOX2B.00115,0.3428464600855708,-0.004988423198975557,0.5678536611348118
PHOX2B.00116,0.007530875543881599,-0.018012537671463213,0.06931252388204222
PHOX2B.00120,0.005771869333114158,-0.016837655634211676,0.061314611924675626
PHOX2B.00121,0.7898861623917618,0.001380589497474534,0.8938718749867663
PHOX2B.00122,0.015058973171769331,-0.031524675126772636,0.09928559129034498
PHOX2B.00123,0.0840901791780924,0.00718907818048692,0.252486742266356
PHOX2B.00124,3.453320612980699e-4,-0.018159036966819503,0.016425063712632894
PHOX2B.00125,0.09564806841584379,-0.012525527731818602,0.2731859960399608
PHOX2B.00129,0.22064232864688804,-0.006011623500075247,0.4420184997794818
PHOX2B.00130,3.755994544461947e-4,-0.03833605297023073,0.017084759754319643
PHOX2B.00131,0.7028467489984164,-0.002154365552248624,0.8432538620872122
